"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","Appropriation or Category Type","Restriction Type","Functional Classification","Amount $000","Year","Amount Type","Periodicity","Current Scope","M Number","Portfolio Name"
"Ministry of Housing and Urban Development","Housing and Urban Development",12400,12400,"Management of Crown Properties held under the Housing Act 1955","Management of Crown Properties held under the Housing Act 1955","Single","Non-Departmental Output Expenses",NA,"Housing and Community",8,2024,"Main Estimates","A","This appropriation is limited to the administration and management of Crown-owned properties held under the Housing Act 1955.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12584,12584,"Kāinga Ora - Homes and Communities","Kāinga Ora - Homes and Communities","Single","Non-Departmental Output Expenses",NA,"Housing and Community",93392,2024,"Main Estimates","A","This appropriation is limited to the delivery of services by Kainga Ora - Homes and Communities that contribute to housing and urban development activity.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12612,12612,"Local Innovations and Partnerships","Local Innovations and Partnerships","Single","Non-Departmental Output Expenses",NA,"Housing and Community",9075,2024,"Main Estimates","A","This appropriation is limited to the delivery and evaluation of locally-driven initiatives to respond to and prevent homelessness.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12618,12618,"Support Services to increase home ownership","Support Services to increase home ownership","Single","Non-Departmental Output Expenses",NA,"Housing and Community",6000,2024,"Main Estimates","A","This appropriation is limited to the delivery of support services for applicants to progressive home ownership schemes.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12938,12938,"Infrastructure Investment to Progress Urban Development","Infrastructure Investment to Progress Urban Development","Single","Non-Departmental Output Expenses",NA,"Housing and Community",139884,2024,"Main Estimates","M","This appropriation is limited to investment into housing and infrastructure projects to enable urban development, regeneration and housing outcomes.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13155,13155,"Contracted emergency housing accommodation and services","Contracted emergency housing accommodation and services","Single","Non-Departmental Output Expenses",NA,"Housing and Community",32180,2024,"Main Estimates","A","This appropriation is limited to contracting with service providers for emergency housing accommodation (including ancillary services such as onsite management) and to supporting clients in contracted emergency housing to move into sustainable housing.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13227,13227,"Land for Housing Programme","Land for Housing Programme","Single","Non-Departmental Output Expenses",NA,"Housing and Community",160000,2024,"Main Estimates","M","This appropriation is limited to the acquisition and provision of land for the Land for Housing programme.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13228,13228,"Operating the Land for Housing Programme","Operating the Land for Housing Programme","Single","Non-Departmental Output Expenses",NA,"Housing and Community",4618,2024,"Main Estimates","M","This appropriation is limited to the holding costs incurred for land acquired and developed under the Land for Housing Programme.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13245,13245,"Operating the Buying off the Plans Programme","Operating the Buying off the Plans Programme","Single","Non-Departmental Output Expenses",NA,"Housing and Community",100,2024,"Main Estimates","M","This appropriation is limited to the operating expenses incurred in relation to the facilitation and acquisition of the Buying off the Plans programme.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13258,13258,"He Kūkū ki te Kāinga – Increasing Māori Housing Supply","He Kūkū ki te Kāinga – Increasing Māori Housing Supply","Single","Non-Departmental Output Expenses",NA,"Housing and Community",60393,2024,"Main Estimates","M","This appropriation is limited to increasing the housing supply provided by Maori service providers.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13460,13460,"Affordable Housing Fund","Affordable Housing Fund","Single","Non-Departmental Output Expenses",NA,"Housing and Community",26353,2024,"Main Estimates","M","This appropriation is limited to expenses incurred in increasing the provision of affordable housing, through supporting the development of new-build affordable housing for rent or home ownership.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12399,12399,"KiwiSaver HomeStart Grant","KiwiSaver HomeStart Grant","Single","Benefits or Related Expenses",NA,"Other Economic",61856,2019,"Actuals","A","This appropriation is limited to KiwiSaver HomeStart grants for people who meet the required eligibility criteria.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12399,12399,"KiwiSaver HomeStart Grant","KiwiSaver HomeStart Grant","Single","Benefits or Related Expenses",NA,"Other Economic",27463,2020,"Actuals","A","This appropriation is limited to KiwiSaver HomeStart grants for people who meet the required eligibility criteria.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12582,12582,"First Home Grants","First Home Grants","Single","Benefits or Related Expenses",NA,"Housing and Community",50559,2020,"Actuals","A","This appropriation is limited to First Home Grants for people who meet the required eligibility criteria.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12582,12582,"First Home Grants","First Home Grants","Single","Benefits or Related Expenses",NA,"Housing and Community",80693,2021,"Actuals","A","This appropriation is limited to First Home Grants for people who meet the required eligibility criteria.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12582,12582,"First Home Grants","First Home Grants","Single","Benefits or Related Expenses",NA,"Housing and Community",39247,2022,"Actuals","A","This appropriation is limited to First Home Grants for people who meet the required eligibility criteria.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12582,12582,"First Home Grants","First Home Grants","Single","Benefits or Related Expenses",NA,"Housing and Community",61052,2023,"Estimated Actual","A","This appropriation is limited to First Home Grants for people who meet the required eligibility criteria.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12582,12582,"First Home Grants","First Home Grants","Single","Benefits or Related Expenses",NA,"Housing and Community",145150,2024,"Main Estimates","A","This appropriation is limited to First Home Grants for people who meet the required eligibility criteria.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12553,12553,"Impairment of Land held by the Crown for sale","Impairment of Land held by the Crown for sale","Single","Non-Departmental Other Expenses",NA,"Housing and Community",33529,2019,"Actuals","A","This appropriation is limited to expenses incurred as a result of the impairment of land held by the Crown for sale, including write-down and write-offs.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12394,12394,"Housing Assistance","Housing Assistance","Single","Non-Departmental Other Expenses",NA,"Housing and Community",623,2019,"Actuals","A","This appropriation is limited to payments made to Kainga Ora and other mortgage providers to compensate for the difference between the cost of funds and the rate at which funds are lent, and provide write-offs for loans.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12380,12380,"Social Housing Provider Development","Social Housing Provider Development","Single","Non-Departmental Other Expenses",NA,"Housing and Community",2794,2019,"Actuals","A","This appropriation is limited to providing support to third party providers of social and/or affordable housing services.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12380,12380,"Social Housing Provider Development","Social Housing Provider Development","Single","Non-Departmental Other Expenses",NA,"Housing and Community",900,2020,"Actuals","A","This appropriation is limited to providing support to third party providers of social and/or affordable housing services.",37,"Minister of Housing"
