"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","IsMCA","Appropriation Type","Restriction Type","Functional Classification","Amount ($000)","Year","Amount Type","Periodicity","Current Scope"
"Te Puni Kokiri","Maori Affairs",624,624,"Rangatiratanga Grants","Rangatiratanga Grants","Single","No","Benefits or Related Expenses",NA,"Heritage, Culture & Recreation",480,2012,"Actuals","A","Financial assistance to promote and enhance initiatives for the social, economic and cultural advancement of Maori."
"Te Puni Kokiri","Maori Affairs",624,624,"Rangatiratanga Grants","Rangatiratanga Grants","Single","No","Benefits or Related Expenses",NA,"Heritage, Culture & Recreation",257,2013,"Actuals","A","Financial assistance to promote and enhance initiatives for the social, economic and cultural advancement of Maori."
"Te Puni Kokiri","Maori Affairs",624,624,"Rangatiratanga Grants","Rangatiratanga Grants","Single","No","Benefits or Related Expenses",NA,"Heritage, Culture & Recreation",480,2014,"Estimated Actual","A","Financial assistance to promote and enhance initiatives for the social, economic and cultural advancement of Maori."
"Te Puni Kokiri","Maori Affairs",624,624,"Rangatiratanga Grants","Rangatiratanga Grants","Single","No","Benefits or Related Expenses",NA,"Heritage, Culture & Recreation",480,2015,"Main Estimates","A","Financial assistance to promote and enhance initiatives for the social, economic and cultural advancement of Maori."
"Te Puni Kokiri","Maori Affairs",627,627,"Maori Wardens","Maori Wardens","Single","No","Non-Departmental Other Expenses",NA,"Law & Order",1117,2010,"Actuals","A","Assistance to the National Maori Wardens Association to meet administrative costs and to provide funding to Maori Wardens for locally based initiatives that focus on improving outcomes for Maori youth and Whanau."
"Te Puni Kokiri","Maori Affairs",627,627,"Maori Wardens","Maori Wardens","Single","No","Non-Departmental Other Expenses",NA,"Law & Order",1167,2011,"Actuals","A","Assistance to the National Maori Wardens Association to meet administrative costs and to provide funding to Maori Wardens for locally based initiatives that focus on improving outcomes for Maori youth and Whanau."
"Te Puni Kokiri","Maori Affairs",627,627,"Maori Wardens","Maori Wardens","Single","No","Non-Departmental Other Expenses",NA,"Law & Order",1163,2012,"Actuals","A","Assistance to the National Maori Wardens Association to meet administrative costs and to provide funding to Maori Wardens for locally based initiatives that focus on improving outcomes for Maori youth and Whanau."
"Te Puni Kokiri","Maori Affairs",627,627,"Maori Wardens","Maori Wardens","Single","No","Non-Departmental Other Expenses",NA,"Law & Order",1170,2013,"Actuals","A","Assistance to the National Maori Wardens Association to meet administrative costs and to provide funding to Maori Wardens for locally based initiatives that focus on improving outcomes for Maori youth and Whanau."
"Te Puni Kokiri","Maori Affairs",627,627,"Maori Wardens","Maori Wardens","Single","No","Non-Departmental Other Expenses",NA,"Law & Order",1178,2014,"Estimated Actual","A","Assistance to the National Maori Wardens Association to meet administrative costs and to provide funding to Maori Wardens for locally based initiatives that focus on improving outcomes for Maori youth and Whanau."
"Te Puni Kokiri","Maori Affairs",627,627,"Maori Wardens","Maori Wardens","Single","No","Non-Departmental Other Expenses",NA,"Law & Order",1178,2015,"Main Estimates","A","Assistance to the National Maori Wardens Association to meet administrative costs and to provide funding to Maori Wardens for locally based initiatives that focus on improving outcomes for Maori youth and Whanau."
"Te Puni Kokiri","Maori Affairs",629,629,"NZ Maori Council","NZ Maori Council","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",196,2010,"Actuals","A","Administration costs of the New Zealand Maori Council."
"Te Puni Kokiri","Maori Affairs",629,629,"NZ Maori Council","NZ Maori Council","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",196,2011,"Actuals","A","Administration costs of the New Zealand Maori Council."
"Te Puni Kokiri","Maori Affairs",629,629,"NZ Maori Council","NZ Maori Council","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",196,2012,"Actuals","A","Administration costs of the New Zealand Maori Council."
"Te Puni Kokiri","Maori Affairs",629,629,"NZ Maori Council","NZ Maori Council","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",196,2013,"Actuals","A","Administration costs of the New Zealand Maori Council."
"Te Puni Kokiri","Maori Affairs",629,629,"NZ Maori Council","NZ Maori Council","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",196,2014,"Estimated Actual","A","Administration costs of the New Zealand Maori Council."
"Te Puni Kokiri","Maori Affairs",629,629,"NZ Maori Council","NZ Maori Council","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",196,2015,"Main Estimates","A","Administration costs of the New Zealand Maori Council."
"Te Puni Kokiri","Maori Affairs",632,632,"Payments to Trust Boards","Payments to Trust Boards","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Heritage, Culture & Recreation",15,2010,"Actuals","A","Payment of annuities to Maori Trust Boards, in accordance with sections 4(2), 9(2) and 10(2) of the Maori Trust Boards Act 1955."
"Te Puni Kokiri","Maori Affairs",632,632,"Payments to Trust Boards","Payments to Trust Boards","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Heritage, Culture & Recreation",15,2011,"Actuals","A","Payment of annuities to Maori Trust Boards, in accordance with sections 4(2), 9(2) and 10(2) of the Maori Trust Boards Act 1955."
"Te Puni Kokiri","Maori Affairs",632,632,"Payments to Trust Boards","Payments to Trust Boards","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Heritage, Culture & Recreation",15,2012,"Actuals","A","Payment of annuities to Maori Trust Boards, in accordance with sections 4(2), 9(2) and 10(2) of the Maori Trust Boards Act 1955."
"Te Puni Kokiri","Maori Affairs",632,632,"Payments to Trust Boards","Payments to Trust Boards","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Heritage, Culture & Recreation",15,2013,"Actuals","A","Payment of annuities to Maori Trust Boards, in accordance with sections 4(2), 9(2) and 10(2) of the Maori Trust Boards Act 1955."
"Te Puni Kokiri","Maori Affairs",632,632,"Payments to Trust Boards","Payments to Trust Boards","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Heritage, Culture & Recreation",15,2014,"Estimated Actual","A","Payment of annuities to Maori Trust Boards, in accordance with sections 4(2), 9(2) and 10(2) of the Maori Trust Boards Act 1955."
"Te Puni Kokiri","Maori Affairs",632,632,"Payments to Trust Boards","Payments to Trust Boards","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Heritage, Culture & Recreation",15,2015,"Main Estimates","A","Payment of annuities to Maori Trust Boards, in accordance with sections 4(2), 9(2) and 10(2) of the Maori Trust Boards Act 1955."
"Te Puni Kokiri","Maori Affairs",5552,5552,"Maori Registration Service","Maori Registration Service","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",626,2010,"Actuals","A","Contribution towards the ongoing cost of a national Maori registration service, which will assist in linking Maori with their tribes and tribal groups and compiling comprehensive and accurate registers of their members."
"Te Puni Kokiri","Maori Affairs",5552,5552,"Maori Registration Service","Maori Registration Service","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",626,2011,"Actuals","A","Contribution towards the ongoing cost of a national Maori registration service, which will assist in linking Maori with their tribes and tribal groups and compiling comprehensive and accurate registers of their members."
"Te Puni Kokiri","Maori Affairs",5552,5552,"Maori Registration Service","Maori Registration Service","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",626,2012,"Actuals","A","Contribution towards the ongoing cost of a national Maori registration service, which will assist in linking Maori with their tribes and tribal groups and compiling comprehensive and accurate registers of their members."
"Te Puni Kokiri","Maori Affairs",5552,5552,"Maori Registration Service","Maori Registration Service","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",626,2013,"Actuals","A","Contribution towards the ongoing cost of a national Maori registration service, which will assist in linking Maori with their tribes and tribal groups and compiling comprehensive and accurate registers of their members."
"Te Puni Kokiri","Maori Affairs",5552,5552,"Maori Registration Service","Maori Registration Service","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",626,2014,"Estimated Actual","A","Contribution towards the ongoing cost of a national Maori registration service, which will assist in linking Maori with their tribes and tribal groups and compiling comprehensive and accurate registers of their members."
"Te Puni Kokiri","Maori Affairs",5552,5552,"Maori Registration Service","Maori Registration Service","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",626,2015,"Main Estimates","A","Contribution towards the ongoing cost of a national Maori registration service, which will assist in linking Maori with their tribes and tribal groups and compiling comprehensive and accurate registers of their members."
"Te Puni Kokiri","Maori Affairs",7599,7599,"Regional Tourism Organisations - Planning","Regional Tourism Organisations - Planning","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",160,2010,"Actuals","A","To fund the development of plans for Maori Regional Tourism organisations."
"Te Puni Kokiri","Maori Affairs",7774,7774,"Te Putahi Paoho","Te Putahi Paoho","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",131,2010,"Actuals","A","Administration costs of Te Putahi Paoho (the Maori Television Electoral College)."
"Te Puni Kokiri","Maori Affairs",7774,7774,"Te Putahi Paoho","Te Putahi Paoho","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",131,2011,"Actuals","A","Administration costs of Te Putahi Paoho (the Maori Television Electoral College)."
"Te Puni Kokiri","Maori Affairs",7774,7774,"Te Putahi Paoho","Te Putahi Paoho","Single","No","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",131,2012,"Actuals","A","Administration costs of Te Putahi Paoho (the Maori Television Electoral College)."
