"Department","Vote","App id","MCOA id","Description","Appropriation Type","Output Expense Type","Functional Classification","Amount ($000)","Year","Amount_Type_Desc","Periodicity"
"Department of Internal Affairs","Community and Voluntary Sector",9087,9084,"Policy Advice","Departmental Output Expenses",NA,"Housing and Community",1763,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9086,9084,"Community Advisory Services","Departmental Output Expenses",NA,"Housing and Community",5123,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9087,9084,"Policy Advice","Departmental Output Expenses",NA,"Housing and Community",1687,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9085,9084,"Administration of Grants","Departmental Output Expenses",NA,"Housing and Community",14438,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9087,9084,"Policy Advice","Departmental Output Expenses",NA,"Housing and Community",1610,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9085,9084,"Administration of Grants","Departmental Output Expenses",NA,"Housing and Community",14509,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9086,9084,"Community Advisory Services","Departmental Output Expenses",NA,"Housing and Community",5308,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9085,9084,"Administration of Grants","Departmental Output Expenses",NA,"Housing and Community",13701,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",9087,9084,"Policy Advice","Departmental Output Expenses",NA,"Housing and Community",1834,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",9086,9084,"Community Advisory Services","Departmental Output Expenses",NA,"Housing and Community",5935,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",9085,9084,"Administration of Grants","Departmental Output Expenses",NA,"Housing and Community",3905,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",9086,9084,"Community Advisory Services","Departmental Output Expenses",NA,"Housing and Community",6386,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",10153,9084,"Support Services for Grant Funding Bodies","Departmental Output Expenses",NA,"Housing and Community",305,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",9087,9084,"Policy Advice","Departmental Output Expenses",NA,"Housing and Community",2121,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",7582,7582,"Community-Based Youth Development Fund","Non-Departmental Output Expenses",NA,"Housing and Community",420,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8834,8834,"Charities - Administration","Non-Departmental Output Expenses",NA,"Core Government Services",2992,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8834,8834,"Charities - Administration","Non-Departmental Output Expenses",NA,"Core Government Services",5747,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8834,8834,"Charities - Administration","Non-Departmental Output Expenses",NA,"Core Government Services",5932,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8834,8834,"Charities - Administration","Non-Departmental Output Expenses",NA,"Core Government Services",4886,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8834,8834,"Charities - Administration","Non-Departmental Output Expenses",NA,"Core Government Services",5066,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",8834,8834,"Charities - Administration","Non-Departmental Output Expenses",NA,"Core Government Services",5066,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",7583,7583,"Community Organisation Grants Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",11449,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7583,7583,"Community Organisation Grants Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",11462,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7583,7583,"Community Organisation Grants Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",13967,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7583,7583,"Community Organisation Grants Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",13861,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7583,7583,"Community Organisation Grants Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",14000,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",7583,7583,"Community Organisation Grants Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",12500,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",7584,7584,"Community Development Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",2095,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7584,7584,"Community Development Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",2273,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7584,7584,"Community Development Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",2560,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7584,7584,"Community Development Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",2560,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7584,7584,"Community Development Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",2560,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",7584,7584,"Community Development Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",4060,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",7586,7586,"Youth Workers Training Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",189,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7586,7586,"Youth Workers Training Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",196,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7586,7586,"Youth Workers Training Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",194,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7586,7586,"Youth Workers Training Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",181,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7586,7586,"Youth Workers Training Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",200,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",7586,7586,"Youth Workers Training Scheme","Non-Departmental Other Expenses",NA,"Housing and Community",200,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",7587,7587,"Maori Community Development Workers","Non-Departmental Other Expenses",NA,"Housing and Community",178,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7652,7652,"Support for Volunteering","Non-Departmental Other Expenses",NA,"Housing and Community",402,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7652,7652,"Support for Volunteering","Non-Departmental Other Expenses",NA,"Housing and Community",402,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7652,7652,"Support for Volunteering","Non-Departmental Other Expenses",NA,"Housing and Community",402,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7652,7652,"Support for Volunteering","Non-Departmental Other Expenses",NA,"Housing and Community",402,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7652,7652,"Support for Volunteering","Non-Departmental Other Expenses",NA,"Housing and Community",402,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",7652,7652,"Support for Volunteering","Non-Departmental Other Expenses",NA,"Housing and Community",402,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",7706,7706,"Community Internship Programme","Non-Departmental Other Expenses",NA,"Housing and Community",268,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7706,7706,"Community Internship Programme","Non-Departmental Other Expenses",NA,"Housing and Community",231,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7706,7706,"Community Internship Programme","Non-Departmental Other Expenses",NA,"Housing and Community",421,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7706,7706,"Community Internship Programme","Non-Departmental Other Expenses",NA,"Housing and Community",406,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7706,7706,"Community Internship Programme","Non-Departmental Other Expenses",NA,"Housing and Community",331,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",7706,7706,"Community Internship Programme","Non-Departmental Other Expenses",NA,"Housing and Community",331,2012,"Main Estimates","A"
"Department of Internal Affairs","Community and Voluntary Sector",8738,8738,"Disarmament Education Grants","Non-Departmental Other Expenses",NA,"Education",150,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8738,8738,"Disarmament Education Grants","Non-Departmental Other Expenses",NA,"Education",150,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8738,8738,"Disarmament Education Grants","Non-Departmental Other Expenses",NA,"Education",150,2009,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8738,8738,"Disarmament Education Grants","Non-Departmental Other Expenses",NA,"Education",150,2010,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",8738,8738,"Disarmament Education Grants","Non-Departmental Other Expenses",NA,"Education",150,2011,"Estimated Actual","A"
